date,platform,campaign_type,campaign_id,channel,target_segment,objective,expected_uplift,country,impressions,clicks,CTR,ad_spend,conversions,ROAS,revenue,conversion_lift,click_to_conversion_rate
2024-03-20,Meta Ads,Shopping,,,,,,Australia,25243,580,0.023,1148.4,13,3.38,3883.09,,0.022413793103448276
2024-03-20,TikTok Ads,Video,,,,,,USA,191380,8171,0.0427,4085.5,572,38.13,155778.92,,0.070003671521233629
2024-03-21,TikTok Ads,Video,,,,,,India,5497,231,0.0422,318.78,18,14.01,4467.32,,0.07792207792207792
2024-03-21,TikTok Ads,Display,,,,,,Canada,108196,5334,0.0493,5280.66,289,5.19,27408.56,,0.054180727409073863
2024-03-21,Meta Ads,Shopping,,,,,,Canada,119731,2969,0.0248,1662.64,47,6.99,11619.48,,0.015830245874031659
2024-03-21,Google Ads,Video,,,,,,USA,134198,2670,0.0199,8410.5,71,1.76,14769.75,,0.026591760299625469
2024-03-21,Google Ads,Display,,,,,,Canada,77964,2915,0.0374,9852.7,161,1.45,14283,,0.055231560891938251
2024-03-21,Meta Ads,Search,,,,,,India,198074,5783,0.0292,3527.63,263,17.02,60037.86,,0.045478125540376967
2024-03-21,Meta Ads,Shopping,,,,,,Germany,160091,4210,0.0263,4504.7,322,13.97,62914.38,,0.076484560570071261
2024-03-22,Meta Ads,Video,,,,,,Canada,168402,5237,0.0311,4451.45,188,9.83,43774.92,,0.035898415123162115
2024-03-22,TikTok Ads,Video,,,,,,Canada,49390,3368,0.0682,5557.2,195,10.33,57395.9,,0.057897862232779096
2024-03-22,Google Ads,Display,,,,,,Germany,65985,1445,0.0219,1184.9,63,3.58,4237.85,,0.043598615916955019
2024-03-22,TikTok Ads,Shopping,,,,,,UK,40308,3853,0.0956,4199.77,291,7.87,33059.93,,0.075525564495198552
2024-03-22,Meta Ads,Video,,,,,,Germany,84737,1415,0.0167,863.15,67,11.64,10044.57,,0.047349823321554768
2024-03-22,Google Ads,Display,,,,,,Australia,39542,1209,0.0306,2236.65,42,3.57,7992.11,,0.034739454094292806
2024-03-23,Google Ads,Display,,,,,,India,47879,1149,0.024,3515.94,25,0.89,3124.11,,0.021758050478677109
2024-03-23,Google Ads,Display,,,,,,India,150465,5311,0.0353,16623.43,295,3.47,57602.12,,0.055545095085671251
2024-03-23,TikTok Ads,Search,,,,,,USA,131385,6910,0.0526,2349.4,206,2.86,6729.96,,0.029811866859623733
2024-03-23,Meta Ads,Display,,,,,,UK,63676,1757,0.0276,2038.12,137,4.33,8830.01,,0.07797381900967558
2024-03-23,Meta Ads,Video,,,,,,UK,28593,694,0.0243,1096.52,7,1.91,2098,,0.010086455331412104
2024-03-24,Google Ads,Video,,,,,,Canada,185523,6029,0.0325,8320.02,252,1.49,12404.91,,0.041797976447172
2024-03-24,Google Ads,Shopping,,,,,,UAE,26529,1106,0.0417,1968.68,78,1.52,2995.39,,0.0705244122965642
2024-03-24,Google Ads,Shopping,,,,,,India,94242,5466,0.058,9128.22,100,0.74,6794.77,,0.018294914013904134
2024-03-24,Google Ads,Display,,,,,,Australia,96087,3238,0.0337,9843.52,45,0.79,7783,,0.013897467572575664
2024-03-25,Google Ads,Shopping,,,,,,UK,142045,9161,0.0645,21894.79,525,6.01,131680.16,,0.057308154131645014
2024-03-25,Google Ads,Video,,,,,,USA,173102,4414,0.0255,15007.6,341,3.5,52487.34,,0.077254191209787035
2024-03-25,Google Ads,Video,,,,,,Germany,146428,2796,0.0191,6263.04,164,5.4,33829.22,,0.058655221745350504
2024-03-25,TikTok Ads,Display,,,,,,UK,85522,3378,0.0395,1182.3,167,25.64,30312.31,,0.049437537004144466
2024-03-26,Meta Ads,Shopping,,,,,,India,115003,2921,0.0254,1168.4,36,3.6,4203.19,,0.012324546388223211
2024-03-26,TikTok Ads,Video,,,,,,UAE,99457,5808,0.0584,9292.8,80,1.32,12231.1,,0.013774104683195593
2024-03-26,TikTok Ads,Shopping,,,,,,Germany,93478,5786,0.0619,2430.12,272,11.48,27905.19,,0.047010024196335987
2024-03-26,Google Ads,Display,,,,,,India,161434,6328,0.0392,4872.56,263,5.22,25426.86,,0.041561314791403285
2024-03-26,Google Ads,Video,,,,,,Germany,162883,8974,0.0551,21358.12,292,3.78,80812.08,,0.032538444394918653
2024-03-27,TikTok Ads,Search,,,,,,UK,10209,314,0.0308,562.06,13,5.75,3231.96,,0.041401273885350316
2024-03-27,Meta Ads,Search,,,,,,UAE,178063,1851,0.0104,832.95,64,8.46,7044.13,,0.034575904916261481
2024-03-27,Google Ads,Shopping,,,,,,Canada,140607,6397,0.0455,9147.71,393,8.99,82224.93,,0.061435047678599343
2024-03-27,Google Ads,Display,,,,,,USA,129679,5848,0.0451,8655.04,158,3.75,32419.87,,0.027017783857729138
2024-03-27,Meta Ads,Video,,,,,,Canada,61387,1608,0.0262,3360.72,96,3.66,12312.27,,0.059701492537313432
2024-03-27,Meta Ads,Video,,,,,,Germany,94786,2682,0.0283,4023,155,1.62,6510.51,,0.057792692020879943
2024-03-27,Meta Ads,Search,,,,,,India,176656,2897,0.0164,5417.39,86,4.27,23130.95,,0.029685881946841561
2024-03-27,Google Ads,Video,,,,,,UK,109672,2675,0.0244,6821.25,50,1.69,11521.03,,0.018691588785046728
2024-03-28,Meta Ads,Search,,,,,,UK,196595,2614,0.0133,993.32,28,6.42,6376.7,,0.010711553175210406
2024-03-28,Meta Ads,Shopping,,,,,,Australia,124870,2622,0.021,4404.96,140,2.97,13095.31,,0.053394355453852023
2024-03-28,TikTok Ads,Search,,,,,,Australia,24854,1106,0.0445,1260.84,38,6.93,8735.32,,0.034358047016274866
2024-03-28,Meta Ads,Video,,,,,,UAE,103162,1485,0.0144,1440.45,35,4.1,5899.5,,0.023569023569023569
2024-03-29,Google Ads,Shopping,,,,,,UK,118985,4545,0.0382,14680.35,259,3.98,58417.12,,0.056985698569856982
2024-03-29,TikTok Ads,Video,,,,,,Australia,134132,4694,0.035,3849.08,306,13.75,52932.5,,0.0651896037494674
2024-03-29,Meta Ads,Display,,,,,,USA,113668,2864,0.0252,4496.48,81,1.36,6109.21,,0.028282122905027934
2024-03-29,Google Ads,Display,,,,,,USA,79843,2427,0.0304,3470.61,127,8.02,27833.99,,0.0523279769262464
2024-03-29,Google Ads,Shopping,,,,,,Australia,165805,9832,0.0593,27136.32,509,5.28,143237.84,,0.051769731489015459
2024-03-30,TikTok Ads,Shopping,,,,,,India,37646,1874,0.0498,2061.4,144,8.15,16795.87,,0.0768409818569904
2024-03-30,Google Ads,Video,,,,,,UAE,81303,4154,0.0511,8100.3,121,4.4,35667.19,,0.029128550794415023
2024-03-30,Google Ads,Search,,,,,,Canada,120431,6262,0.052,17345.74,188,0.51,8830.89,,0.030022357074417118
2024-03-30,Google Ads,Search,,,,,,Germany,66402,2695,0.0406,5012.7,199,2.85,14266.46,,0.0738404452690167
2024-03-30,TikTok Ads,Video,,,,,,India,98386,7556,0.0768,2644.6,385,16.54,43735.3,,0.050952885124404448
2024-03-30,Google Ads,Video,,,,,,Canada,65282,1723,0.0264,3290.93,64,5.05,16624.45,,0.0371445153801509
2024-03-30,Meta Ads,Shopping,,,,,,USA,11083,193,0.0175,160.19,11,5.7,912.82,,0.056994818652849742
2024-03-30,TikTok Ads,Display,,,,,,India,15739,1205,0.0766,554.3,60,10.99,6092.69,,0.049792531120331947
2024-03-30,Google Ads,Search,,,,,,UK,23936,1211,0.0506,3269.7,49,2.21,7236.18,,0.04046242774566474
2024-03-31,Meta Ads,Display,,,,,,Canada,151295,2163,0.0143,3417.54,85,0.93,3173.67,,0.039297272306981046
2024-04-01,TikTok Ads,Video,,,,,,USA,115310,3205,0.0278,3333.2,134,4.36,14521.43,,0.041809672386895473
2024-04-01,TikTok Ads,Shopping,,,,,,Australia,41200,1763,0.0428,3138.14,101,8.8,27614.2,,0.057288712422007941
2024-04-01,Meta Ads,Search,,,,,,UK,91332,3762,0.0412,2445.3,125,12.79,31285.11,,0.033227006911217438
2024-04-01,Meta Ads,Display,,,,,,India,151864,4358,0.0287,7365.02,175,6.16,45340.29,,0.040156034878384581
2024-04-01,Meta Ads,Search,,,,,,Australia,8877,230,0.026,174.8,9,10.99,1921.06,,0.0391304347826087
2024-04-01,TikTok Ads,Display,,,,,,Canada,30226,1196,0.0396,1746.16,12,1.5,2625.21,,0.010033444816053512
2024-04-01,TikTok Ads,Display,,,,,,Australia,116561,4231,0.0363,4231,172,10,42291.58,,0.040652328054833375
2024-04-01,Meta Ads,Video,,,,,,Germany,59376,564,0.0095,360.96,25,11.26,4065.83,,0.044326241134751775
2024-04-02,Google Ads,Video,,,,,,USA,31855,1411,0.0443,2398.7,60,1.33,3201.45,,0.042523033309709427
2024-04-02,Meta Ads,Display,,,,,,Canada,21309,432,0.0203,717.12,15,6.21,4449.98,,0.034722222222222224
2024-04-02,Google Ads,Shopping,,,,,,UAE,119183,5041,0.0423,17038.58,121,1.49,25438.17,,0.024003173973417974
2024-04-03,TikTok Ads,Display,,,,,,UK,122192,4398,0.036,4354.02,348,14.79,64414.08,,0.0791268758526603
2024-04-03,Google Ads,Display,,,,,,India,169575,3730,0.022,10108.3,284,0.89,8952.89,,0.076139410187667567
2024-04-03,Google Ads,Shopping,,,,,,Australia,112992,2802,0.0248,8406,124,0.88,7395.68,,0.044254104211277658
2024-04-03,TikTok Ads,Shopping,,,,,,Australia,68815,3172,0.0461,2505.88,76,1.04,2602.57,,0.023959646910466582
2024-04-03,Meta Ads,Video,,,,,,UAE,172517,3191,0.0185,5775.71,96,2.29,13225.69,,0.030084612973989344
2024-04-03,Meta Ads,Search,,,,,,India,62603,1396,0.0223,2094,17,1.43,2988.24,,0.012177650429799427
2024-04-04,TikTok Ads,Search,,,,,,UK,45382,2246,0.0495,3571.14,46,0.75,2662.9,,0.020480854853072127
2024-04-04,TikTok Ads,Search,,,,,,UK,199291,16660,0.0836,19325.6,1016,10.74,207611.26,,0.060984393757503
2024-04-04,TikTok Ads,Search,,,,,,UAE,57448,2338,0.0407,1169,143,21.95,25654.56,,0.0611633875106929
2024-04-04,Google Ads,Shopping,,,,,,India,111661,3930,0.0352,3301.2,310,6.43,21226.88,,0.078880407124681931
2024-04-04,Google Ads,Search,,,,,,Germany,161215,5948,0.0369,13501.96,439,7.83,105685.25,,0.0738063214525891
2024-04-04,Google Ads,Search,,,,,,Australia,84303,4417,0.0524,13781.04,100,1.48,20354.89,,0.022639800769753225
2024-04-04,TikTok Ads,Video,,,,,,Australia,145148,5762,0.0397,8585.38,213,1.22,10475.22,,0.036966331135022561
2024-04-04,Meta Ads,Video,,,,,,USA,90818,3287,0.0362,2629.6,123,4.28,11242.68,,0.037420139945238823
2024-04-04,Meta Ads,Shopping,,,,,,UK,26637,479,0.018,397.57,35,3.74,1488.52,,0.073068893528183715
2024-04-04,Meta Ads,Display,,,,,,Australia,42606,1495,0.0351,1151.15,96,12.94,14890.27,,0.064214046822742468
2024-04-04,Meta Ads,Search,,,,,,India,156317,5924,0.0379,4206.04,464,15.36,64623.96,,0.07832545577312626
2024-04-05,Meta Ads,Shopping,,,,,,UK,43148,979,0.0227,1086.69,71,7.1,7719.69,,0.072522982635342181
2024-04-05,Google Ads,Video,,,,,,Canada,177115,8005,0.0452,23214.5,460,4.68,108688.43,,0.057464084946908182
2024-04-05,TikTok Ads,Video,,,,,,India,159813,7575,0.0474,6817.5,319,5.28,35965.7,,0.04211221122112211
2024-04-05,Meta Ads,Display,,,,,,USA,69892,2851,0.0408,2223.78,52,5.13,11407.42,,0.018239214310768151
2024-04-05,Google Ads,Display,,,,,,India,175949,7108,0.0404,17343.52,75,1.27,22062.99,,0.010551491277433878
2024-04-05,TikTok Ads,Shopping,,,,,,UAE,184065,6350,0.0345,8509,273,4.59,39093.51,,0.042992125984251971
2024-04-05,TikTok Ads,Search,,,,,,UAE,92939,5176,0.0557,3416.16,388,28.19,96298.69,,0.074961360123647611
2024-04-05,Google Ads,Display,,,,,,Australia,91814,2607,0.0284,6465.36,129,3.93,25405.84,,0.049482163406214037
2024-04-05,Meta Ads,Video,,,,,,Germany,131230,2139,0.0163,4769.97,105,5.19,24738.73,,0.049088359046283309
2024-04-05,TikTok Ads,Display,,,,,,Canada,132081,10051,0.0761,7136.21,229,8.72,62261.45,,0.0227838026067058
2024-04-05,Meta Ads,Video,,,,,,UAE,103576,1263,0.0122,593.61,22,8.74,5190.25,,0.017418844022169439
2024-04-06,Meta Ads,Video,,,,,,USA,95930,1554,0.0162,1118.88,62,5.16,5774.95,,0.039897039897039896
2024-04-06,TikTok Ads,Search,,,,,,Australia,108247,6971,0.0644,4112.89,517,33.89,139391.79,,0.074164395352173285
2024-04-06,TikTok Ads,Video,,,,,,Germany,60438,5554,0.0919,7997.76,286,4.44,35506.6,,0.051494418437162404
2024-04-06,Google Ads,Search,,,,,,Canada,86689,3727,0.043,4323.32,276,17.78,76876.24,,0.074054199087738123
2024-04-06,TikTok Ads,Video,,,,,,Germany,118135,8151,0.069,5624.19,428,11.41,64189.34,,0.052508894614157774
2024-04-07,TikTok Ads,Display,,,,,,UAE,131678,8374,0.0636,7620.34,505,3.9,29682.01,,0.06030570814425603
2024-04-07,Meta Ads,Shopping,,,,,,UK,49261,724,0.0147,448.88,31,3.11,1397.37,,0.042817679558011051
2024-04-07,TikTok Ads,Display,,,,,,Germany,41232,1859,0.0451,1970.54,126,11.2,22069.99,,0.067778375470683161
2024-04-08,Google Ads,Shopping,,,,,,USA,90945,3637,0.04,10983.74,145,1.96,21488.5,,0.039868023095958209
2024-04-08,Google Ads,Video,,,,,,USA,198555,13104,0.066,32235.84,336,1.82,58794.32,,0.02564102564102564
2024-04-08,Google Ads,Search,,,,,,Canada,114028,3112,0.0273,4232.32,120,2.46,10393.96,,0.038560411311053984
2024-04-08,Google Ads,Shopping,,,,,,India,153750,4920,0.032,14661.6,117,2.05,30000.6,,0.023780487804878049
2024-04-09,Google Ads,Display,,,,,,Australia,198824,9046,0.0455,32656.06,407,2.19,71482.19,,0.04499226177315941
2024-04-09,Meta Ads,Shopping,,,,,,UAE,69102,1354,0.0196,2179.94,89,6.61,14410.72,,0.065731166912850816
2024-04-09,Google Ads,Video,,,,,,UAE,196510,10316,0.0525,20632,282,3.21,66245.27,,0.027336176812718108
2024-04-09,TikTok Ads,Display,,,,,,India,48898,3193,0.0653,2841.77,179,9.71,27594.33,,0.056060131537738804
2024-04-10,Meta Ads,Search,,,,,,USA,10108,320,0.0317,163.2,8,3.82,624.2,,0.025
2024-04-10,Google Ads,Search,,,,,,USA,166687,11384,0.0683,8310.32,899,16.8,139644.2,,0.0789704848910752
2024-04-10,Meta Ads,Display,,,,,,India,36411,873,0.024,1772.19,47,7.65,13565.96,,0.053837342497136315
2024-04-11,TikTok Ads,Video,,,,,,Germany,195026,9653,0.0495,17664.99,371,5.32,94022.57,,0.038433647570703409
2024-04-11,Google Ads,Search,,,,,,Germany,68449,3285,0.048,7818.3,243,7.76,60681.21,,0.073972602739726029
2024-04-11,TikTok Ads,Search,,,,,,UAE,132294,7527,0.0569,6774.3,262,7.39,50030.33,,0.034808024445330148
2024-04-11,TikTok Ads,Search,,,,,,USA,136940,4683,0.0342,3231.27,137,3.76,12153.39,,0.029254751227845398
2024-04-11,TikTok Ads,Video,,,,,,Germany,38799,1303,0.0336,429.99,51,9.53,4095.81,,0.039140445126630855
2024-04-11,Meta Ads,Video,,,,,,USA,5209,198,0.0381,138.6,3,3.54,490.6,,0.015151515151515152
2024-04-11,Google Ads,Display,,,,,,Canada,17578,330,0.0188,1013.1,20,3.51,3553.78,,0.060606060606060608
2024-04-12,Meta Ads,Search,,,,,,Australia,73083,3040,0.0416,1824,203,16.28,29701.35,,0.066776315789473684
2024-04-12,TikTok Ads,Shopping,,,,,,UAE,152322,13678,0.0898,5607.98,813,18.41,103237.84,,0.059438514402690455
2024-04-12,Google Ads,Search,,,,,,UK,102677,3131,0.0305,11490.77,79,1.14,13056.26,,0.025231555413605878
2024-04-12,Meta Ads,Shopping,,,,,,UK,132343,3507,0.0265,3997.98,238,4.3,17184.94,,0.067864271457085831
2024-04-12,Google Ads,Search,,,,,,UAE,57632,1256,0.0218,2198,20,0.75,1647.61,,0.015923566878980892
2024-04-13,Google Ads,Video,,,,,,Australia,192135,10663,0.0555,18980.14,741,11.27,213823.36,,0.06949263809434493
2024-04-13,TikTok Ads,Video,,,,,,UK,79965,3070,0.0384,3131.4,237,20.86,65306,,0.0771986970684039
2024-04-13,TikTok Ads,Shopping,,,,,,USA,176030,13079,0.0743,19749.29,200,2.09,41247.07,,0.015291688967046409
2024-04-13,Google Ads,Shopping,,,,,,Canada,165104,7958,0.0482,24590.22,105,1.22,29946.1,,0.013194269917064589
2024-04-13,Meta Ads,Video,,,,,,Australia,126103,4300,0.0341,4687,313,3.85,18027.88,,0.0727906976744186
2024-04-13,TikTok Ads,Shopping,,,,,,Australia,107476,4707,0.0438,8001.9,293,9.07,72605.27,,0.06224771616741024
2024-04-14,Meta Ads,Display,,,,,,Australia,53128,1678,0.0316,2533.78,66,7.59,19225.18,,0.039332538736591177
2024-04-14,TikTok Ads,Search,,,,,,UK,88115,5383,0.0611,3660.44,121,7.75,28357.39,,0.022478172023035481
2024-04-14,TikTok Ads,Video,,,,,,USA,118687,10586,0.0892,7939.5,635,11.09,88046.75,,0.059984885698091822
2024-04-14,Google Ads,Search,,,,,,Australia,191372,11711,0.0612,29043.28,335,2.58,75028.42,,0.02860558449321151
2024-04-14,Meta Ads,Video,,,,,,USA,33549,1224,0.0365,930.24,89,28.06,26101.34,,0.0727124183006536
2024-04-14,Google Ads,Shopping,,,,,,India,9791,519,0.0531,2050.05,40,1.1,2255.24,,0.077071290944123308
2024-04-14,Meta Ads,Search,,,,,,India,133260,2611,0.0196,5430.88,108,3.09,16755.51,,0.041363462274990423
2024-04-14,TikTok Ads,Search,,,,,,Canada,98348,3225,0.0328,4095.75,59,0.7,2846.94,,0.018294573643410854
2024-04-15,Google Ads,Video,,,,,,India,57328,2161,0.0377,3306.33,99,5.42,17903.97,,0.045812124016658955
2024-04-15,Meta Ads,Shopping,,,,,,UK,106505,1022,0.0096,1839.6,27,1.34,2467.18,,0.026418786692759294
2024-04-15,Google Ads,Display,,,,,,Australia,14078,763,0.0542,1724.38,57,9.45,16289.72,,0.074705111402359109
2024-04-15,Google Ads,Video,,,,,,Canada,33807,807,0.0239,1638.21,25,3.1,5072.77,,0.030978934324659233
2024-04-15,Meta Ads,Video,,,,,,India,28359,612,0.0216,459,30,14.36,6591.07,,0.049019607843137254
2024-04-15,Google Ads,Video,,,,,,UK,99447,5917,0.0595,6212.85,195,4.58,28481.71,,0.032955889809024842
2024-04-15,Google Ads,Display,,,,,,India,12896,535,0.0415,524.3,20,4.72,2475.65,,0.037383177570093455
2024-04-16,Google Ads,Search,,,,,,Australia,36831,1572,0.0427,5423.4,48,0.77,4165.73,,0.030534351145038167
2024-04-16,Meta Ads,Video,,,,,,UAE,113987,3579,0.0314,2720.04,229,11.69,31787.48,,0.063984353171276889
2024-04-16,Google Ads,Search,,,,,,Germany,187831,7306,0.0389,10009.22,321,9.19,91963.37,,0.043936490555707634
2024-04-16,Meta Ads,Shopping,,,,,,Canada,119053,4000,0.0336,4040,152,6.43,25959.16,,0.038
2024-04-16,Google Ads,Search,,,,,,Germany,145284,8121,0.0559,21601.86,503,6.27,135453.16,,0.061938184952592047
2024-04-16,Google Ads,Display,,,,,,UAE,103066,2380,0.0231,5926.2,121,3.44,20395.26,,0.050840336134453781
2024-04-16,Meta Ads,Display,,,,,,Germany,179504,5026,0.028,5578.86,203,1.81,10121.88,,0.0403899721448468
2024-04-17,Google Ads,Display,,,,,,UAE,115017,2771,0.0241,7093.76,95,3.18,22528.38,,0.034283652111151211
2024-04-17,TikTok Ads,Shopping,,,,,,Australia,125654,8318,0.0662,4824.44,566,24.26,117035.13,,0.068045203173839872
2024-04-17,Google Ads,Display,,,,,,Germany,177420,7646,0.0431,18503.32,478,5.99,110744.54,,0.0625163484174732
2024-04-17,TikTok Ads,Display,,,,,,Germany,146842,10646,0.0725,13094.58,615,8.71,113988.39,,0.057768175840691341
2024-04-17,Meta Ads,Shopping,,,,,,India,30618,719,0.0235,913.13,40,6.89,6289.61,,0.055632823365785816
2024-04-17,Google Ads,Video,,,,,,UK,105804,3110,0.0294,3016.7,200,16.27,49067.29,,0.064308681672025719
2024-04-17,Meta Ads,Display,,,,,,Germany,30939,937,0.0303,552.83,63,29.9,16531.03,,0.0672358591248666
2024-04-17,TikTok Ads,Shopping,,,,,,Australia,100028,7402,0.074,5403.46,100,1.35,7280.48,,0.013509862199405566
2024-04-18,Meta Ads,Search,,,,,,Australia,33082,340,0.0103,632.4,9,3.35,2116.06,,0.026470588235294117
2024-04-18,Meta Ads,Shopping,,,,,,Germany,112692,2096,0.0186,4757.92,89,3.49,16587.58,,0.042461832061068704
2024-04-18,Meta Ads,Shopping,,,,,,UK,78480,1389,0.0177,2347.41,19,1.27,2972.32,,0.013678905687544997
2024-04-18,TikTok Ads,Video,,,,,,India,188844,12860,0.0681,12602.8,892,10.6,133607.64,,0.069362363919129089
2024-04-18,TikTok Ads,Search,,,,,,Australia,41558,1757,0.0423,2125.97,72,8.66,18414.15,,0.040978941377347755
2024-04-18,TikTok Ads,Search,,,,,,Canada,6067,201,0.0332,126.63,12,19.34,2449.28,,0.059701492537313432
2024-04-18,Google Ads,Search,,,,,,Germany,13484,382,0.0284,511.88,23,3.17,1623.76,,0.060209424083769635
2024-04-19,Meta Ads,Shopping,,,,,,UK,92091,3342,0.0363,4946.16,145,7.68,37976.42,,0.043387193297426692
2024-04-19,TikTok Ads,Display,,,,,,Canada,20282,1740,0.0858,2175,94,6.55,14237,,0.054022988505747126
2024-04-20,Meta Ads,Display,,,,,,UK,13100,186,0.0142,279,10,4.83,1347.41,,0.053763440860215055
2024-04-20,TikTok Ads,Display,,,,,,Australia,111399,4155,0.0373,5069.1,176,3.66,18559.1,,0.04235860409145608
2024-04-20,TikTok Ads,Shopping,,,,,,UAE,141268,7402,0.0524,9178.48,335,3.41,31326.97,,0.045258038368008645
2024-04-20,Google Ads,Display,,,,,,India,157832,4072,0.0258,9691.36,124,3.57,34560.39,,0.030451866404715127
2024-04-20,TikTok Ads,Shopping,,,,,,UAE,103730,4335,0.0418,6415.8,104,4.27,27379.91,,0.023990772779700114
2024-04-21,Meta Ads,Search,,,,,,UAE,43062,1322,0.0307,925.4,23,2.27,2104.08,,0.017397881996974281
2024-04-21,Google Ads,Video,,,,,,USA,193405,7852,0.0406,7537.92,459,10.58,79715.61,,0.058456444218033622
2024-04-21,TikTok Ads,Display,,,,,,Germany,27936,1402,0.0502,1850.64,99,14.52,26865.9,,0.070613409415121259
2024-04-22,TikTok Ads,Shopping,,,,,,Canada,37711,2111,0.056,1435.48,92,9.68,13898.86,,0.043581241117953577
2024-04-22,Meta Ads,Video,,,,,,UAE,98264,3144,0.032,4904.64,129,4.72,23127.27,,0.041030534351145037
2024-04-22,Google Ads,Video,,,,,,Canada,164504,3322,0.0202,6876.54,96,1.54,10570.76,,0.028898254063816978
2024-04-22,TikTok Ads,Shopping,,,,,,USA,35932,1440,0.0401,1310.4,68,12.72,16668.75,,0.047222222222222221
2024-04-22,Google Ads,Search,,,,,,Germany,107364,4895,0.0456,12971.75,200,3.25,42108.23,,0.040858018386108273
2024-04-22,Google Ads,Search,,,,,,Germany,160525,6003,0.0374,10025.01,106,1.23,12306.27,,0.017657837747792771
2024-04-22,TikTok Ads,Shopping,,,,,,Canada,186006,9002,0.0484,13683.04,266,2.28,31194.26,,0.029548989113530325
2024-04-24,Google Ads,Shopping,,,,,,Australia,75649,1792,0.0237,4981.76,110,2.53,12588.99,,0.061383928571428568
2024-04-24,Google Ads,Display,,,,,,Canada,129121,4893,0.0379,12526.08,137,0.58,7241.16,,0.027999182505620272
2024-04-24,Meta Ads,Video,,,,,,India,138528,3698,0.0267,8394.46,264,4.14,34788.99,,0.0713899405083829
2024-04-24,Meta Ads,Display,,,,,,USA,68989,2952,0.0428,5284.08,169,2.8,14776.11,,0.057249322493224931
2024-04-25,Meta Ads,Display,,,,,,UAE,6074,128,0.0212,193.28,5,6.49,1253.71,,0.0390625
2024-04-25,Meta Ads,Display,,,,,,Australia,144895,2158,0.0149,4143.36,151,6.16,25541.81,,0.069972196478220575
2024-04-25,Google Ads,Search,,,,,,Australia,32898,1743,0.053,2039.31,130,15.68,31968.71,,0.074584050487664949
2024-04-26,TikTok Ads,Search,,,,,,Germany,42575,2188,0.0514,3938.4,63,3.43,13519.27,,0.028793418647166363
2024-04-26,Google Ads,Video,,,,,,UK,140091,7242,0.0517,18249.84,347,1.34,24525.17,,0.047914940624136981
2024-04-26,Meta Ads,Search,,,,,,Germany,26845,528,0.0197,1098.24,11,1.45,1590.52,,0.020833333333333332
2024-04-26,Google Ads,Video,,,,,,USA,86560,5323,0.0615,4843.93,94,1.71,8283.62,,0.01765921472853654
2024-04-26,Meta Ads,Search,,,,,,USA,165371,2993,0.0181,4519.43,32,1.97,8918.68,,0.010691613765452723
2024-04-27,Meta Ads,Video,,,,,,UAE,173001,3477,0.0201,3303.15,51,3.39,11186.61,,0.014667817083692839
2024-04-27,Google Ads,Shopping,,,,,,UAE,182926,6749,0.0369,13093.06,343,4.07,53279.93,,0.050822344050970511
2024-04-27,TikTok Ads,Video,,,,,,Australia,89944,2644,0.0294,819.64,80,15.51,12715.09,,0.030257186081694403
2024-04-27,Google Ads,Shopping,,,,,,India,69323,2169,0.0313,4750.11,94,3.44,16337.12,,0.043337943752881511
2024-04-27,Meta Ads,Shopping,,,,,,Australia,88986,1308,0.0147,981,80,21.85,21439.34,,0.061162079510703363
2024-04-28,Meta Ads,Shopping,,,,,,Canada,17720,287,0.0162,404.67,4,1.48,597.18,,0.013937282229965157
2024-04-28,Google Ads,Shopping,,,,,,India,81830,4091,0.05,5931.95,49,1.21,7206.83,,0.011977511610853092
2024-04-28,TikTok Ads,Video,,,,,,India,110940,6512,0.0587,9181.92,108,1.59,14612.87,,0.016584766584766583
2024-04-28,Meta Ads,Display,,,,,,UAE,26159,782,0.0299,1180.82,52,7.36,8689.29,,0.066496163682864456
2024-04-28,Meta Ads,Video,,,,,,Germany,181026,2769,0.0153,2935.14,155,6.22,18246.01,,0.055976886962802452
2024-04-28,Google Ads,Display,,,,,,UAE,135171,5231,0.0387,9311.18,149,2.14,19918.92,,0.028484037468935193
2024-04-29,Meta Ads,Search,,,,,,UAE,80589,1160,0.0144,1102,75,19.77,21781.43,,0.064655172413793108
2024-04-29,Meta Ads,Shopping,,,,,,UK,26751,489,0.0183,943.77,8,0.84,791.56,,0.016359918200409
2024-04-29,Meta Ads,Search,,,,,,USA,77746,2861,0.0368,2975.44,82,7.23,21523.93,,0.028661307235232435
2024-04-29,TikTok Ads,Search,,,,,,India,72642,3014,0.0415,3496.24,59,4.31,15070.44,,0.019575315195753153
2024-04-29,Meta Ads,Display,,,,,,Australia,12610,197,0.0157,130.02,11,20.28,2637.16,,0.055837563451776651
2024-04-29,Google Ads,Search,,,,,,Canada,59418,1996,0.0336,3293.4,80,1.07,3528.5,,0.040080160320641281
2024-04-29,Google Ads,Display,,,,,,Australia,72474,4022,0.0555,12508.42,142,3.11,38937.53,,0.035305818000994534
2024-04-29,Meta Ads,Video,,,,,,Australia,59160,958,0.0162,958,35,8.19,7848.99,,0.036534446764091857
2024-04-30,Google Ads,Shopping,,,,,,India,72902,4942,0.0678,16308.6,323,2.05,33499.38,,0.065358154593282078
2024-04-30,Google Ads,Display,,,,,,India,114599,2028,0.0177,4928.04,29,1.09,5366.72,,0.014299802761341223
